Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-04-18 16:51:11.544 -0500,"Success",0:00:01,0,0,0,"20230418_165111.544/LogFile.txt","","",1
2023-04-18 16:52:05.654 -0500,"Success",0:00:01,0,0,0,"20230418_165205.654/LogFile.txt","","",1
2023-04-18 16:53:04.218 -0500,"Success",0:00:01,0,0,0,"20230418_165304.218/LogFile.txt","","",1
