Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-04-18 16:51:11.462 -0500,"Success",0:00:00,0,0,0,"20230418_165111.462/LogFile.txt","","",1
2023-04-18 16:52:05.578 -0500,"Success",0:00:00,0,0,0,"20230418_165205.578/LogFile.txt","","",1
2023-04-18 16:53:04.115 -0500,"Success",0:00:00,0,0,0,"20230418_165304.115/LogFile.txt","","",1
